report_id,site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text
new_rep_2,Voerendaal-Ten Hove,1,Terra sigillata decorated bowl,Dragendorff 29,Drag. 29,Terra sigillata decorated bowl,1,15,100,claude+typology,present,10,Typology code Drag. 29 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"--/89-0-0/8128, Drag. 29 (Fig. 22.6). Upper decoration zone with leaf and doed circle cf. Corpus Celadus G5, 1043, plain central cordon between beaded borders. La Graufesenque, Celadus, AD 50-70."
new_rep_2,Voerendaal-Ten Hove,1,Terra sigillata decorated bowl,Dragendorff 29,Drag. 29,Terra sigillata decorated bowl,1,15,100,claude+typology,present,10,Typology code Drag. 29 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"304-1/20-5-8, Drag. 29 (Fig. 22.6). Basal wreath of trids, cf. Nieto/Puig 2001, 91 (VIRTHV). The carinated prole is typical of the Early Flavian period. La Graufesenque, AD 70-85."
new_rep_2,Voerendaal-Ten Hove,1,Terra sigillata decorated bowl,Dragendorff 29,Drag. 29,Terra sigillata decorated bowl,1,15,100,claude+typology,present,10,Typology code Drag. 29 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"399-2/1953-2.8, Drag. 29 (Fig. 22.6). Lower decoration zone with leaf tips, probably within scroll. La Graufesenque, AD 50-85."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,Drag. 37,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Typology code Drag. 37 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"--/95-1-19/10813, Drag. 37 (Fig. 22.6). Ovolo above plain border, probably free-style decoration with lion Oswald 1389 (Germanus). La Graufesenque, Germanus II or III, AD 65-110."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,Drag. 37,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Typology code Drag. 37 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"--/1895-12.43/13072, Drag. 37 (Fig. 22.6). Decoration scheme with panels and festoon. La Graufesenque, Germanus III, AD 80-110."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,Drag. 37,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Typology code Drag. 37 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"--/13-3-15/1588, Drag. 37 (Fig. 22.6). Ovolo probably identical to L. Cosius. La Graufesenque, probably L. Cosius, AD 100-120."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,Drag. 37,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Typology code Drag. 37 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"--/13-3-9/1571, Drag. 37 (Fig. 22.6). Tree on pedestal as dividing ornament. Lezoux, Avitus and Vegetus, AD 120-140."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,Drag. 37,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Typology code Drag. 37 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"--/95-1-18/10762, Drag. 37 (Fig. 22.6). Scrolls in two levels. Lezoux, X-6 (style), AD 125-150."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,Drag. 37,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Typology code Drag. 37 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"--/0-0-0/12972, Drag. 37 (Fig. 22.6). Fragment of bowl decorated with scrolls, bear probably Oswald 1627. Lezoux, Cinnamus, AD 135-170."
new_rep_2,Voerendaal-Ten Hove,2,Terra sigillata decorated bowl,Dragendorff 37,Drag. 37,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Typology code Drag. 37 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"--/27-4-7/5351, Drag. 37 (Fig. 22.6). Amor Lutz P1 and siing gure Fölzer 152/Lutz P48. Sao/Saturninus, AD 100-160."
new_rep_2,Voerendaal-Ten Hove,3,Terra sigillata decorated bowl,Dragendorff 37,Drag. 37,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Typology code Drag. 37 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"302-6/100-1-6, Drag. 37 (Fig. 22.7). Spirals Ricken VII, 33 (ovolo A-D) above beaded border. Ware with ovolo A, AD 120-190."
new_rep_2,Voerendaal-Ten Hove,4,Terra sigillata decorated bowl,Dragendorff 37,Drag. 37,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Typology code Drag. 37 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"--/95-1-18+95-1-60, Drag. 37 (Fig. 22.7). Basal wreath of spirals Ricken VII, 33 (ovolo A-D) between beaded borders. Probably ware with ovolo A2, AD 120-190."
new_rep_2,Voerendaal-Ten Hove,4,Terra sigillata decorated bowl,Dragendorff 37,Drag. 37,Terra sigillata decorated bowl,1,70,300,claude+typology,present,10,Typology code Drag. 37 explicitly stated.,10,Catalogued find with registration number at Voerendaal-Ten Hove.,10,dated from typology code (only as certain as the identification),10,"--/27-2-24, Drag. 37 (Fig. 22.7). Flute player Oswald 620/Ricken IX, 7 (Virtus). Possibly Virtus, AD 120-190."
