report_id,site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text
old_rep_4,Heerlen,1,Terra sigillata plate,Dragendorff 18/31,terra sigillata van de typen Dragendorff 18/31,Terra sigillata plate,,70,200,claude+typology,present,10,Name and typology code stated explicitly in the text.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",10,dated from typology code (only as certain as the identification),10,"terra sigillata van de typen Dragendorff 18/ 31, 33, 37, gevernist aardewerk met en zonder barbotineversiering, terra nigra, terra rubra, gladwandig, ruwwandig, wrijfschaalfragmenten met en zonder uitschenkrand en dekselfragmenten"
old_rep_4,Heerlen,1,Terra sigillata cup,Dragendorff 33,terra sigillata van de typen Dragendorff 33,Terra sigillata cup,,40,300,claude+typology,present,10,Name and typology code stated explicitly in the text.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",10,dated from typology code (only as certain as the identification),10,"terra sigillata van de typen Dragendorff 18/ 31, 33, 37, gevernist aardewerk met en zonder barbotineversiering, terra nigra, terra rubra, gladwandig, ruwwandig, wrijfschaalfragmenten met en zonder uitschenkrand en dekselfragmenten"
old_rep_4,Heerlen,1,Terra sigillata decorated bowl,Dragendorff 37,terra sigillata van de typen Dragendorff 37,Terra sigillata decorated bowl,,70,300,claude+typology,present,10,Name and typology code stated explicitly in the text.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",10,dated from typology code (only as certain as the identification),10,"terra sigillata van de typen Dragendorff 18/ 31, 33, 37, gevernist aardewerk met en zonder barbotineversiering, terra nigra, terra rubra, gladwandig, ruwwandig, wrijfschaalfragmenten met en zonder uitschenkrand en dekselfragmenten"
old_rep_4,Heerlen,1,Colour-coated ware with barbotine decoration,,gevernist aardewerk met barbotineversiering,Colour-coated ware with barbotine decoration,,-12,450,claude_text,present,9,Explicitly named as colour-coated ware with barbotine decoration.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",8,date read from the passage,9,gevernist aardewerk met en zonder barbotineversiering
old_rep_4,Heerlen,1,Colour-coated ware without barbotine decoration,,gevernist aardewerk zonder barbotineversiering,Colour-coated ware without barbotine decoration,,-12,450,claude_text,present,9,Explicitly named as colour-coated ware without barbotine decoration.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",8,date read from the passage,9,gevernist aardewerk met en zonder barbotineversiering
old_rep_4,Heerlen,1,Terra nigra,,terra nigra,Terra nigra,,-12,450,claude_text,present,10,Name stated explicitly in the text.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",8,date read from the passage,9,"terra nigra, terra rubra, gladwandig, ruwwandig, wrijfschaalfragmenten met en zonder uitschenkrand en dekselfragmenten"
old_rep_4,Heerlen,1,Terra rubra,,terra rubra,Terra rubra,,-12,450,claude_text,present,10,Name stated explicitly in the text.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",8,date read from the passage,9,"terra nigra, terra rubra, gladwandig, ruwwandig, wrijfschaalfragmenten met en zonder uitschenkrand en dekselfragmenten"
old_rep_4,Heerlen,1,Smooth-walled ware,,gladwandig,Smooth-walled ware,,-12,450,claude_text,present,9,Named as gladwandig (smooth-walled) ware in the text.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",8,date read from the passage,9,"terra nigra, terra rubra, gladwandig, ruwwandig, wrijfschaalfragmenten met en zonder uitschenkrand en dekselfragmenten"
old_rep_4,Heerlen,1,Coarse ware,,ruwwandig,Coarse ware,,-12,450,claude_text,present,9,Named as ruwwandig (coarse-walled) ware in the text.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",8,date read from the passage,9,"terra nigra, terra rubra, gladwandig, ruwwandig, wrijfschaalfragmenten met en zonder uitschenkrand en dekselfragmenten"
old_rep_4,Heerlen,1,Mortarium with pouring spout,,wrijfschaalfragmenten met uitschenkrand,Mortarium with pouring spout,,-12,450,claude_text,present,9,Explicitly named as mortarium fragments with pouring spout.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",8,date read from the passage,9,wrijfschaalfragmenten met en zonder uitschenkrand en dekselfragmenten
old_rep_4,Heerlen,1,Mortarium without pouring spout,,wrijfschaalfragmenten zonder uitschenkrand,Mortarium without pouring spout,,-12,450,claude_text,present,9,Explicitly named as mortarium fragments without pouring spout.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",8,date read from the passage,9,wrijfschaalfragmenten met en zonder uitschenkrand en dekselfragmenten
old_rep_4,Heerlen,1,Lid,,dekselfragmenten,Lid,,-12,450,claude_text,present,9,Named as dekselfragmenten (lid fragments) in the text.,10,"Explicitly collected during groundworks in the Uilegats, Heerlen.",8,date read from the passage,9,wrijfschaalfragmenten met en zonder uitschenkrand en dekselfragmenten
old_rep_4,Heerlen,2,Coarse ware,,ruwwandige scherven,Coarse ware,,,,claude,present,9,Named as ruwwandige (coarse-walled) sherds in the text.,9,"Found scattered across the plot at Coriovallumstraat-Ververstraat, Heerlen.",0,no date stated,6,"Over het gehele perceel liggen dakpanfragmenten, ruwwandige en terra sigillatascherven verspreid."
old_rep_4,Heerlen,2,Terra sigillata,,terra sigillatascherven,Terra sigillata,,,,claude,present,10,Named explicitly as terra sigillata sherds in the text.,9,"Found scattered across the plot at Coriovallumstraat-Ververstraat, Heerlen.",0,no date stated,6,"Over het gehele perceel liggen dakpanfragmenten, ruwwandige en terra sigillatascherven verspreid."
